x,y,poisson_smooth_solution,poisson_smooth_diffusivity,poisson_smooth_difficult_solution,poisson_smooth_difficult_diffusivity,poisson_discontinuous_solution,poisson_discontinuous_diffusivity
1.0,0.3125,0.0,2.4653745667312625,0.0,2.0,0.0,1.0
1.0,0.3375,0.0,2.425635980487134,0.0,2.0,0.0,1.0
0.11249999999999999,1.0,0.0,0.4116836765035385,0.0,2.0,0.0,1.0
1.0,0.3625,0.0,2.383556619135324,0.0,2.0,0.0,1.0
0.0,0.1875,0.0,0.9654545521978378,0.0,2.0,0.0,1.0
1.0,0.3875,0.0,2.3392813106640324,0.0,2.0,0.0,1.0
1.0,0.4125,0.0,2.2929604372041723,0.0,2.0,0.0,1.0
0.08750000000000002,1.0,0.0,0.4015191703141667,0.0,2.0,0.0,1.0
1.0,0.4375,0.0,2.244749087691627,0.0,2.0,0.0,1.0
1.0,0.4625,0.0,2.1948061976791013,0.0,2.0,0.0,1.0
0.0625,1.0,0.0,0.391605626676799,0.0,2.0,0.0,1.0
1.0,0.4875,0.0,2.1432936829305858,0.0,2.0,0.0,1.0
0.0,0.4125,0.0,0.8435330042668969,0.0,2.0,0.0,1.0
1.0,0.5125,0.0,2.0903755733499105,0.0,2.0,0.0,1.0
0.03749999999999998,1.0,0.0,0.3819368493039489,0.0,2.0,0.0,1.0
1.0,0.5375,0.0,2.0362171536503246,0.0,2.0,0.0,1.0
1.0,0.5625,0.0,1.980984116967457,0.0,2.0,0.0,1.0
0.0,0.08750000000000002,0.0,0.9923729844257629,0.0,2.0,0.0,1.0
1.0,0.5875,0.0,1.9248417373570734,0.0,2.0,0.0,1.0
0.012500000000000011,1.0,0.0,0.3725067948950129,0.0,2.0,0.0,1.0
1.0,0.6125,0.0,1.8679540668059225,0.0,2.0,0.0,1.0
0.0,0.3875,0.0,0.8605735013098833,0.0,2.0,0.0,1.0
1.0,0.6375,0.0,1.8104831620235453,0.0,2.0,0.0,1.0
0.0,0.9875,0.0,0.3771334218620717,0.0,2.0,0.0,1.0
1.0,0.6625,0.0,1.7525883458803617,0.0,2.0,0.0,1.0
1.0,0.6875,0.0,1.694425507918335,0.0,2.0,0.0,1.0
0.0,0.9625,0.0,0.39597418866138195,0.0,2.0,0.0,1.0
1.0,0.7125,0.0,1.6361464478909222,0.0,2.0,0.0,1.0
0.0,0.16249999999999998,0.0,0.9739393463693841,0.0,2.0,0.0,1.0
1.0,0.7375,0.0,1.5778982657949896,0.0,2.0,0.0,1.0
0.0,0.9375,0.0,0.4152368286818413,0.0,2.0,0.0,1.0
1.0,0.7625,0.0,1.5198228013450996,0.0,2.0,0.0,1.0
0.0,0.9125,0.0,0.4348925673522434,0.0,2.0,0.0,1.0
1.0,0.7875,0.0,1.4620561253163495,0.0,2.0,0.0,1.0
1.0,0.8125,0.0,1.4047280846519141,0.0,2.0,0.0,1.0
0.0,0.3625,0.0,0.8768614770479952,0.0,2.0,0.0,1.0
1.0,0.8375,0.0,1.3479619027016894,0.0,2.0,0.0,1.0
0.0,0.8875,0.0,0.4549097415176747,0.0,2.0,0.0,1.0
1.0,0.8625,0.0,1.2918738354347734,0.0,2.0,0.0,1.0
0.0,0.0625,0.0,0.9961013694701175,0.0,2.0,0.0,1.0
1.0,0.8875,0.0,1.2365728839564964,0.0,2.0,0.0,1.0
0.0,0.8625,0.0,0.47525382464375227,0.0,2.0,0.0,1.0
1.0,0.9125,0.0,1.1821605631655048,0.0,2.0,0.0,1.0
1.0,0.9375,0.0,1.1287307259128108,0.0,2.0,0.0,1.0
0.0,0.8375,0.0,0.4958874714862916,0.0,2.0,0.0,1.0
1.0,0.9625,0.0,1.0763694415770482,0.0,2.0,0.0,1.0
0.0,0.3375,0.0,0.8923416089869503,0.0,2.0,0.0,1.0
1.0,0.9875,0.0,1.0251549275522487,0.0,2.0,0.0,1.0
0.0,0.8125,0.0,0.5167705827795767,0.0,2.0,0.0,1.0
0.9875,1.0,0.0,0.9875778004938814,0.0,2.0,0.0,1.0
0.9625,1.0,0.0,0.9631944177208218,0.0,2.0,0.0,1.0
0.0,0.7875,0.0,0.5378603903426629,0.0,2.0,0.0,1.0
0.9375,1.0,0.0,0.9394130628134758,0.0,2.0,0.0,1.0
0.9125,1.0,0.0,0.9162188716508776,0.0,2.0,0.0,1.0
0.0,0.3125,0.0,0.9069606178873836,0.0,2.0,0.0,1.0
0.8875,1.0,0.0,0.8935973471085157,0.0,2.0,0.0,1.0
0.0,0.7625,0.0,0.5591115628384512,0.0,2.0,0.0,1.0
0.8625,1.0,0.0,0.871534349997158,0.0,2.0,0.0,1.0
0.8375,1.0,0.0,0.8500160902253981,0.0,2.0,0.0,1.0
0.0,0.1375,0.0,0.9812713521199744,0.0,2.0,0.0,1.0
0.8125,1.0,0.0,0.8290291181804004,0.0,2.0,0.0,1.0
0.7875,1.0,0.0,0.8085603163214524,0.0,2.0,0.0,1.0
0.0,0.7375,0.0,0.5804763322460488,0.0,2.0,0.0,1.0
0.7625,1.0,0.0,0.7885968909810767,0.0,2.0,0.0,1.0
0.0,0.7125,0.0,0.6019046409247528,0.0,2.0,0.0,1.0
0.7375,1.0,0.0,0.7691263643685705,0.0,2.0,0.0,1.0
0.7125,1.0,0.0,0.7501365667709818,0.0,2.0,0.0,1.0
0.0,0.2875,0.0,0.920667572309428,0.0,2.0,0.0,1.0
0.6875,1.0,0.0,0.7316156289466418,0.0,2.0,0.0,1.0
0.6625,1.0,0.0,0.7135519747065024,0.0,2.0,0.0,1.0
0.0,0.6875,0.0,0.6233443089596343,0.0,2.0,0.0,1.0
0.6375,1.0,0.0,0.695934313678642,0.0,2.0,0.0,1.0
0.4500516,0.32609,0.8439266468345019,1.4101793739976094,0.8439266468345019,1.889962712863327,0.7500000009392664,1.0e8
0.577817,0.678856,0.8210857988572351,1.124087427886788,0.8210857988572351,1.7734828200716255,0.750000000710858,1.0e8
0.575397,0.33601800000000004,0.8459135747964892,1.5880215030170612,0.8459135747964892,1.9499817687540932,0.7500000009591358,1.0e8
0.329657,0.676581,0.7311937122079238,0.8797611317402306,0.7311937122079238,1.9871352267177098,0.7311937122079238,1.0
0.673391,0.6962415,0.6978158140794024,1.207604655098303,0.6978158140794024,2.0668771667187182,0.6978158140794024,1.0
0.67126,0.31851450000000003,0.7228863088332076,1.7679284842098089,0.7228863088332076,1.9761581956999583,0.7228863088332076,1.0
0.6380305,0.6804875,0.765434875372106,1.191207218641564,0.765434875372106,1.8676178148184288,0.7500000001543488,1.0e8
0.6892389999999999,0.5779185,0.8037256574090512,1.4265361132836674,0.8037256574090512,1.589391494804933,0.7500000005372566,1.0e8
0.675753,0.411842,0.8189565867553275,1.6588741792895862,0.8189565867553275,2.1697328811409125,0.7500000006895658,1.0e8
0.47789195,0.33278450000000004,0.8630761115575607,1.4436092863813375,0.8630761115575607,1.9958126253983917,0.7500000011307612,1.0e8
0.3420035,0.449583,0.8683146893613024,1.1501341941252012,0.8683146893613024,2.1323765277870406,0.7500000011831469,1.0e8
0.6757835,0.3717415,0.7831699019786013,1.7118792730893513,0.7831699019786013,2.11326758413234,0.750000000331699,1.0e8
0.54982605,0.3303615,0.8507888152563965,1.5537748065547523,0.8507888152563965,2.045187455775951,0.7500000010078881,1.0e8
0.6117605,0.6800795,0.7926922450386488,1.1609659494885358,0.7926922450386488,1.7849186215262505,0.7500000004269225,1.0e8
0.42716,0.3136415,0.8117297636294587,1.389284698757897,0.8117297636294587,1.6443546653189918,0.7500000006172977,1.0e8
0.6684225,0.585038,0.8326310293238901,1.3856274070648928,0.8326310293238901,1.966926444581658,0.7500000008263102,1.0e8
0.685455,0.5505245,0.8245248571448551,1.4657657100477477,0.8245248571448551,1.7174355074451513,0.7500000007452485,1.0e8
0.2924155,0.6212835,0.737785046115627,0.9106672673310473,0.737785046115627,2.5261849317091163,0.737785046115627,1.0
0.313632,0.6287735,0.7661632328307422,0.9215261595170642,0.7661632328307422,2.237713035528427,0.7500000001616324,1.0e8
0.6666115,0.5628205,0.8492993830261154,1.4188470210347566,0.8492993830261154,2.0009630983412663,0.7500000009929938,1.0e8
0.645981,0.586662,0.8636400708309219,1.3523025034596234,0.8636400708309219,2.3793624167604115,0.7500000011364008,1.0e8
0.4177975,0.334101,0.8384707456433118,1.3582186456353682,0.8384707456433118,2.014466383701891,0.7500000008847074,1.0e8
0.595628,0.6643955,0.8306236918842171,1.1667319315366735,0.8306236918842171,2.0416532690148137,0.750000000806237,1.0e8
0.55877,0.35100750000000003,0.8772711033282818,1.5458342541529893,0.8772711033282818,1.707409467766388,0.750000001272711,1.0e8
0.653313,0.37059149999999996,0.8139972295520959,1.6752709947944366,0.8139972295520959,1.8391127448545346,0.7500000006399723,1.0e8
0.35090299999999996,0.428918,0.8701349159550269,1.1816743214808827,0.8701349159550269,2.3165276617417434,0.7500000012013491,1.0e8
0.4933511,0.3491325,0.8895718404092284,1.4498463676058473,0.8895718404092284,2.0366783741836487,0.7500000013957184,1.0e8
0.6685715,0.433165,0.8440637925609282,1.617593551435782,0.8440637925609282,2.034175623210953,0.7500000009406379,1.0e8
0.637241,0.6580015,0.7988423422947682,1.2266354637118224,0.7988423422947682,2.085638973983452,0.7500000004884234,1.0e8
0.661504,0.33878949999999997,0.7643033344074714,1.7275870647908607,0.7643033344074714,1.9900250116896296,0.7500000001430334,1.0e8
0.660316,0.6779305,0.7425214947892735,1.22229010841675,0.7425214947892735,1.9748346943314674,0.7425214947892735,1.0
0.31237950000000003,0.662168,0.7256936086296383,0.8815381846921827,0.7256936086296383,2.0325895121854614,0.7256936086296383,1.0
0.567935,0.658642,0.8584253701646548,1.143536571264583,0.8584253701646548,2.1443823680232423,0.7500000010842537,1.0e8
0.45994925,0.3462965,0.8786627713328955,1.4049869072903711,0.8786627713328955,2.1657781130546283,0.7500000012866277,1.0e8
0.6200155,0.6013605,0.8830168557122738,1.2948321191680663,0.8830168557122738,2.7262796647581924,0.7500000013301685,1.0e8
0.65564,0.4917031,0.8825231335740462,1.5126575358764698,0.8825231335740462,1.9678590259359101,0.7500000013252314,1.0e8
0.3572305,0.5114121,0.9005092409632856,1.1004158611757109,0.9005092409632856,1.9070665235548114,0.7500000015050924,1.0e8
0.3646275,0.3473185,0.808124051870359,1.2763409603804081,0.808124051870359,2.144946131750969,0.7500000005812405,1.0e8
0.662286,0.47169945,0.8693768424183915,1.5523743985846414,0.8693768424183915,1.9580582361430816,0.7500000011937684,1.0e8
0.5273238,0.3418915,0.8759168715191806,1.50747188931948,0.8759168715191806,1.9208838040765388,0.7500000012591688,1.0e8
0.33078450000000004,0.5454455,0.8532236144456008,1.0338334674906107,0.8532236144456008,2.0362901871310126,0.7500000010322362,1.0e8
0.648894,0.316848,0.7488562000746061,1.7306574148283194,0.7488562000746061,2.100527904243484,0.7488562000746061,1.0
0.4664885,0.65798,0.8744774954579412,1.0341199959554719,0.8744774954579412,1.903743289929045,0.750000001244775,1.0e8
0.3959165,0.33503,0.8226504938293854,1.3279964782094362,0.8226504938293854,2.029561083085946,0.750000000726505,1.0e8
0.394766,0.6686825000000001,0.8161161176677432,0.9489774089119916,0.8161161176677432,2.0347971636907602,0.7500000006611611,1.0e8
0.32351399999999997,0.5859935000000001,0.8193544541091151,0.9803218115963136,0.8193544541091151,2.1838037558513315,0.7500000006935446,1.0e8
0.67346,0.4884372,0.8545939015650518,1.5447917346067752,0.8545939015650518,2.0276132020535136,0.750000001045939,1.0e8
0.5418986,0.6656735,0.8600762294603951,1.1038205522568922,0.8600762294603951,2.0132945389863877,0.7500000011007623,1.0e8
0.6601635,0.63513,0.7982958429582258,1.2927521340809676,0.7982958429582258,2.06848074638402,0.7500000004829585,1.0e8
0.33510850000000003,0.3839945,0.811739959293006,1.2064193094288331,0.811739959293006,2.0273085116534126,0.7500000006173996,1.0e8
0.4773401,0.672375,0.8547495874031759,1.0255734908294176,0.8547495874031759,2.0444881736172347,0.7500000010474959,1.0e8
0.340874,0.365642,0.8005981384135838,1.2302038997941491,0.8005981384135838,2.081036771959396,0.7500000005059814,1.0e8
0.34660250000000004,0.48362404999999997,0.8849377704841126,1.11930759822428,0.8849377704841126,2.0751962010824387,0.7500000013493777,1.0e8
0.66341,0.39314150000000003,0.8224692561126018,1.66337681323939,0.8224692561126018,1.9445853277525553,0.7500000007246925,1.0e8
0.641005,0.3952065,0.8549572019818238,1.623877523542668,0.8549572019818238,1.572466317893301,0.750000001049572,1.0e8
0.35852,0.4645394,0.8972410188285976,1.1534104309913062,0.8972410188285976,2.2832991253171144,0.7500000014724102,1.0e8
0.36302999999999996,0.36956,0.8335914685191721,1.25414668167143,0.8335914685191721,2.3350611618995543,0.7500000008359147,1.0e8
0.4913768,0.6547905,0.8837490223202183,1.0646288077772068,0.8837490223202183,1.9640747734887418,0.7500000013374902,1.0e8
0.5228756999999999,0.653658,0.8834442699500733,1.1003264615894277,0.8834442699500733,2.1014626099226397,0.7500000013344427,1.0e8
0.33807149999999997,0.568838,0.8530280767744558,1.0146003892062632,0.8530280767744558,1.9141150639964204,0.7500000010302807,1.0e8
0.415495,0.6599335,0.8457037773471517,0.9801817900963196,0.8457037773471517,1.8734541225252905,0.7500000009570378,1.0e8
0.407884,0.3540835,0.8594680677486567,1.3264535473565515,0.8594680677486567,2.376022387865859,0.7500000010946807,1.0e8
0.44831,0.644721,0.8865932010629124,1.0331835205082023,0.8865932010629124,1.6674400131355314,0.750000001365932,1.0e8
0.639201,0.33715300000000004,0.7899049889875184,1.6913530917434652,0.7899049889875184,1.9643987202477708,0.7500000003990499,1.0e8
0.3530225,0.5420231,0.8874865123697881,1.06102291724755,0.8874865123697881,1.7418359659046336,0.7500000013748651,1.0e8
0.5131611,0.359375,0.9032166916314528,1.4681611646862707,0.9032166916314528,1.8842513333905146,0.750000001532167,1.0e8
0.640132,0.47563145,0.9020007015509725,1.512716019857496,0.9020007015509725,1.7873802359945081,0.750000001520007,1.0e8
0.385802,0.35492599999999996,0.8407558644028409,1.2967090237035466,0.8407558644028409,2.330740429663764,0.7500000009075587,1.0e8
0.36753,0.491408,0.9143120798622054,1.1343368165194196,0.9143120798622054,2.096889649229354,0.7500000016431208,1.0e8
0.6338405,0.49727309,0.9128627414705632,1.471908670613763,0.9128627414705632,1.9701992669184805,0.7500000016286275,1.0e8
0.599472,0.6105365,0.8947672860270304,1.2544750298568197,0.8947672860270304,2.8313800975117576,0.7500000014476729,1.0e8
0.4397245,0.3561555,0.8835377315541602,1.367354375165946,0.8835377315541602,2.378267379136326,0.7500000013353774,1.0e8
0.5501875,0.6448119999999999,0.8871449201419594,1.1438559699704411,0.8871449201419594,2.324758268327859,0.7500000013714492,1.0e8
0.332097,0.651329,0.7682535541724247,0.9119843344066736,0.7682535541724247,2.0066434073610893,0.7500000001825355,1.0e8
0.649283,0.42158,0.8650927143951381,1.6024814011520987,0.8650927143951381,1.6795372594268025,0.7500000011509271,1.0e8
0.48020105,0.36739,0.9126989669345943,1.4123085540545992,0.9126989669345943,2.2183072046515444,0.7500000016269897,1.0e8
0.3582305,0.4076445,0.8647264981599646,1.211738931776279,0.8647264981599646,2.4457381987823803,0.750000001147265,1.0e8
0.53779485,0.35914999999999997,0.897324128497033,1.5050199102269362,0.897324128497033,1.6943125449295655,0.7500000014732413,1.0e8
0.5851785,0.644469,0.8667727147695913,1.1851130940368995,0.8667727147695913,2.406068022961233,0.7500000011677271,1.0e8
0.6246705,0.5794435,0.8956378611499946,1.334979225499784,0.8956378611499946,2.70957326756203,0.7500000014563786,1.0e8
0.6445595,0.5583535,0.883577422795189,1.3948695091049286,0.883577422795189,2.360708671766056,0.7500000013357743,1.0e8
0.364332,0.44680949999999997,0.8978545851398759,1.179031419771828,0.8978545851398759,2.464954836007412,0.7500000014785458,1.0e8
0.638221,0.6308035,0.8316680336192743,1.271640684644983,0.8316680336192743,2.3196373898247726,0.7500000008166804,1.0e8
0.6487229999999999,0.53518155,0.887372866752212,1.4366351940869808,0.887372866752212,2.2042696635511256,0.7500000013737287,1.0e8
0.4342695,0.667042,0.8470489275482486,0.9893812514676678,0.8470489275482486,2.0066889172934244,0.7500000009704892,1.0e8
0.35088600000000003,0.6722980000000001,0.7647124417992409,0.903843908755987,0.7647124417992409,2.0344181893967814,0.7500000001471244,1.0e8
0.49182615,0.6894715,0.8277396953239378,1.0165913331733363,0.8277396953239378,2.06395551129057,0.7500000007773969,1.0e8
0.50576535,0.6718095,0.8576936749617355,1.055946314774197,0.8576936749617355,1.989502285086212,0.7500000010769368,1.0e8
0.354362,0.650068,0.7992741171930998,0.9340489766288222,0.7992741171930998,1.8811646906409372,0.7500000004927412,1.0e8
0.6278325,0.5435381,0.9118410837626905,1.3943088351905766,0.9118410837626905,2.488978481191081,0.7500000016184108,1.0e8
0.6198715,0.6438245,0.8366034346924844,1.227968911700579,0.8366034346924844,2.3222433953381385,0.7500000008660344,1.0e8
0.373078,0.426079,0.8968135530551654,1.211106840571454,0.8968135530551654,2.6703403209083034,0.7500000014681355,1.0e8
0.603283,0.5864315,0.913091682207389,1.2961276595364501,0.913091682207389,2.9285397069179933,0.7500000016309168,1.0e8
0.5553980000000001,0.3731635,0.9077333395811167,1.5161087239106399,0.9077333395811167,1.4102044729026177,0.7500000015773334,1.0e8
0.372115,0.389939,0.8659016673902031,1.2461547078722681,0.8659016673902031,2.5846760364295447,0.7500000011590167,1.0e8
0.501711045,0.3739905,0.9226479015414614,1.4359722571554112,0.9226479015414614,1.977636027668182,0.7500000017264791,1.0e8
0.6268545,0.4197905,0.8925284376566178,1.5693012178513623,0.8925284376566178,1.319220052306703,0.7500000014252843,1.0e8
0.5362693,0.6271329999999999,0.915320283887586,1.1536992285901666,0.915320283887586,2.4283198078158517,0.7500000016532028,1.0e8
0.45848025,0.368584,0.9081976004182981,1.380748971541621,0.9081976004182981,2.43481666926642,0.750000001581976,1.0e8
0.6124575,0.50427551,0.938152904942477,1.4306998211969746,0.938152904942477,2.0686748347915187,0.750000001881529,1.0e8
0.37953349999999997,0.4723772,0.9257392796884149,1.1692859705374838,0.9257392796884149,2.3805025418397534,0.7500000017573928,1.0e8
0.39778800000000003,0.3739675,0.8754740208554841,1.294256383442954,0.8754740208554841,2.6497815821912503,0.7500000012547402,1.0e8
0.6369855,0.45335255,0.899077196763481,1.5394988869820516,0.899077196763481,1.5911781758392274,0.750000001490772,1.0e8
0.63414,0.3590765,0.8245346352633173,1.6573236912734772,0.8245346352633173,1.7316101909552208,0.7500000007453463,1.0e8
0.432957,0.628273,0.8995671647462186,1.0389702074698592,0.8995671647462186,1.3688084717161344,0.7500000014956717,1.0e8
0.39741,0.646548,0.8497493333337905,0.9795967061986194,0.8497493333337905,1.6539179629647025,0.7500000009974933,1.0e8
0.35986399999999996,0.5632385,0.8868507016104671,1.0435479442733575,0.8868507016104671,1.5544831742416243,0.750000001368507,1.0e8
0.5064893,0.638239,0.906980239549482,1.1042211876052326,0.906980239549482,2.062297652711453,0.7500000015698024,1.0e8
0.6185775,0.393398,0.8796659906514624,1.5901295860889277,0.8796659906514624,1.2871982346327573,0.7500000012966599,1.0e8
0.3456715,0.589904,0.8496950105077758,0.9976874488599761,0.8496950105077758,1.771287410003776,0.7500000009969501,1.0e8
0.37829999999999997,0.653349,0.8221960330262413,0.9525954987988101,0.8221960330262413,1.8137727788142748,0.7500000007219604,1.0e8
0.46879965,0.635599,0.9062562619680284,1.0669600830809753,0.9062562619680284,1.6933614064517346,0.7500000015625626,1.0e8
0.39276,0.49181355,0.943470379791958,1.1628564463957674,0.943470379791958,2.138355913946287,0.7500000019347038,1.0e8
0.379694,0.5101309,0.9289514703100397,1.1268886914901814,0.9289514703100397,1.8544534335902232,0.7500000017895148,1.0e8
0.459132,0.6152815,0.9274342287285787,1.0838946107739162,0.9274342287285787,1.4261211077602378,0.7500000017743423,1.0e8
0.020560000000000023,0.03749999999999998,0.007586597274179242,1.0193383598427497,0.007586597274179242,2.2454383355144607,0.007586597274179208,1.0
0.023031499999999983,0.0625,0.01410356192931087,1.019309309113469,0.01410356192931087,2.3886063509006457,0.014103561929310837,1.0
0.36875749999999996,0.6329724999999999,0.837409868564802,0.9686066477733087,0.837409868564802,1.6326416810019344,0.7500000008740987,1.0e8
0.020525499999999974,0.08750000000000002,0.017491102092752318,1.0129524151726523,0.017491102092752318,2.3761530492719065,0.017491102092752286,1.0
0.363876,0.603127,0.8626045853389418,1.000113828348955,0.8626045853389418,1.493021232106051,0.7500000011260458,1.0e8
0.016593000000000024,0.11249999999999999,0.01803437434834993,1.0039445091789225,0.01803437434834993,2.2623540320142226,0.01803437434834998,1.0
0.48836895,0.624901,0.9233817287650026,1.1028168619756429,0.9233817287650026,1.845926043301511,0.7500000017338173,1.0e8
0.020666499999999977,0.1375,0.027162694045216255,1.001761800149448,0.027162694045216255,2.198432513824721,0.027162694045216207,1.0
